Node_1,Node_2,Node_3,Node_4,Rain
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0.000231107,0.001960121,0.000714486,9.9123135e-05,12
0.001929726,0.011084953,0.005318643,0.002021658,36.000004
0.005062303,0.03239421,0.011346643,0.008125411,0
0.009741514,0.044962164,0.019423414,0.014404614,36.000004
0.016375951,0.060317956,0.031749144,0.022322044,24
0.02553595,0.076573074,0.04857404,0.032499056,36.000004
0.039546948,0.09327322,0.07018707,0.044725,12
0.06105949,0.10680176,0.09487821,0.056678902,12
0.09368771,0.12638575,0.1212146,0.06752158,12
0.13414766,0.14993852,0.1519345,0.07995556,12
0.1680643,0.17044237,0.18689148,0.098418355,24
0.19211768,0.1895315,0.21659307,0.12017489,36.000004
0.21762891,0.20908274,0.23815227,0.13638844,48
0.25529748,0.2259617,0.2609109,0.14924742,24
0.30149943,0.23381414,0.28752127,0.16745967,0
0.35562122,0.24968903,0.32162657,0.1985074,108.00001
0.47425714,0.28276578,0.35959482,0.23678073,24
0.63330853,0.29400396,0.38839304,0.25087178,36.000004
0.86092526,0.32153097,0.41220385,0.24542257,36.000004
0.92083603,0.33971858,0.45226508,0.27165455,36.000004
1.0054765,0.35357088,0.46911433,0.30725032,48
1.1008825,0.36640444,0.49887222,0.30767012,36.000004
1.1177938,0.3685002,0.50893724,0.31588978,12
1.1696463,0.36799288,0.5266289,0.33073565,24
1.2146491,0.36539397,0.5322979,0.34302688,24
1.2872814,0.3583399,0.53693384,0.3261668,12
1.270339,0.34954917,0.5243292,0.31531107,24
1.2956845,0.33929268,0.5238158,0.3148744,0
1.2797985,0.32295942,0.517933,0.30633596,24
1.2725934,0.3149464,0.5045046,0.2957624,36.000004
1.2720242,0.3069582,0.49360138,0.28748196,12
1.2659303,0.29983658,0.48298916,0.28023487,12
1.2575997,0.29365665,0.46918407,0.27734578,0
1.2421037,0.2856056,0.45950645,0.27245533,12
1.2239544,0.2774196,0.44503418,0.26289842,0
1.2126856,0.26687425,0.42919156,0.2537543,0
1.1970037,0.25527042,0.41121492,0.2461011,0
1.1740831,0.24137394,0.39366478,0.238815,0
1.1505424,0.22719814,0.37713018,0.22969578,0
1.1247293,0.21450244,0.361042,0.21960555,0
1.0951988,0.20299534,0.34511903,0.20961335,0
1.0657152,0.19235057,0.32972607,0.2001276,0
1.0415355,0.1826625,0.31436533,0.1910387,0
1.0142589,0.17390044,0.30058587,0.1821291,0
0.9932548,0.16603947,0.28758258,0.17398557,0
0.96687275,0.15885548,0.27540752,0.16650595,0
0.9452351,0.15211877,0.26420146,0.15960118,0
