Node_1,Node_2,Node_3,Node_4,Rain
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0.000231107,0.001960121,0.000714486,9.9123135e-05,12
0.00163658,0.007762305,0.002650028,0.001453351,0
0.003085959,0.014018334,0.005145581,0.003426869,24
0.0052619,0.026552048,0.009712972,0.007260263,12
0.008703205,0.038755782,0.016285025,0.012677422,12
0.013374274,0.0470589,0.024740798,0.018483073,12
0.019072054,0.052901484,0.034203447,0.024420058,0
0.025728675,0.055071007,0.044300977,0.030014355,0
0.034328308,0.057916228,0.054353252,0.034339447,0
0.046806823,0.06404693,0.064168744,0.03763709,0
0.06248818,0.0727525,0.0744141,0.04100355,12
0.07773429,0.08308068,0.08635443,0.045942433,0
0.089337975,0.090142004,0.09793819,0.052538153,0
0.09810774,0.0939911,0.10666071,0.059419766,0
0.10621379,0.09666661,0.11225087,0.06450217,0
0.11496295,0.09822104,0.11619095,0.06747141,0
0.124515265,0.098686315,0.11964844,0.06935187,12
0.134237,0.099461086,0.12343212,0.07159691,0
0.14259508,0.09863734,0.12762354,0.075265266,0
0.14766906,0.09685012,0.13126487,0.08025408,0
0.15038337,0.09512415,0.13359407,0.085361086,0
0.15320227,0.093871236,0.13499638,0.0892809,12
0.15623307,0.09423263,0.13589579,0.09157828,0
0.16000555,0.09370254,0.13628149,0.09245577,0
0.16406913,0.09246027,0.13607854,0.09215991,0
0.20178278,0.09138805,0.13551852,0.09123084,0
0.300304,0.090501055,0.13496067,0.090326734,0
0.25232968,0.08956565,0.13416371,0.08958601,0
0.34738114,0.0884355,0.13301986,0.088748954,0
0.34562886,0.0874458,0.1317048,0.087661,12
0.35616758,0.08880987,0.1309832,0.08661698,24
0.42761016,0.095059924,0.13269566,0.08671009,24
0.37447715,0.102643654,0.13765107,0.08912437,0
0.49679482,0.10510386,0.14370416,0.092252746,12
0.42368284,0.11013523,0.15042305,0.09490184,0
0.52103263,0.11592351,0.15898062,0.09879034,0
0.52252984,0.121168755,0.16771482,0.10447252,0
0.54684633,0.12584683,0.17363143,0.11011828,12
0.5917019,0.13059959,0.17840368,0.1135688,0
0.6113286,0.13314101,0.18134546,0.114515066,12
0.6435984,0.13562396,0.18365937,0.11449619,0
0.6544114,0.13551524,0.18665357,0.115433104,0
0.68000215,0.13445495,0.18929029,0.118275754,12
0.7028172,0.13436277,0.19136487,0.12307192,0
0.71913177,0.13267699,0.19305448,0.12762061,0
0.7357017,0.1304777,0.19288085,0.12882935,0
0.74304247,0.12839085,0.19193591,0.12745179,0
0.7483923,0.12656951,0.19009393,0.12560634,12
0.75464463,0.12574768,0.18814328,0.123855546,0
0.755086,0.123694986,0.18608007,0.12212817,0
0.75989914,0.12121215,0.18375191,0.120243244,0
0.7599944,0.11933944,0.18181649,0.11862727,12
0.7597484,0.118890315,0.18037857,0.11766964,0
