Node_1,Node_2,Node_3,Node_4,Rain
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0.000231107,0.001960121,0.000714486,9.9123135e-05,12
0.00163658,0.007762305,0.002650028,0.001453351,0
0.003022376,0.01318862,0.004503536,0.003354101,12
0.004636502,0.01993277,0.007103706,0.005816614,0
0.006532344,0.024573807,0.009873194,0.00864601,0
0.00849252,0.02606717,0.012626905,0.011263165,0
0.010442263,0.026995739,0.01563952,0.013658554,24
0.0129749,0.03451249,0.020561127,0.016600313,12
0.016770264,0.045402315,0.028753595,0.020829327,24
0.022835359,0.058079742,0.039957173,0.026756873,0
0.03151511,0.06548167,0.052474797,0.033291794,24
0.044291064,0.07738548,0.06730732,0.040310092,12
0.06270719,0.09172829,0.08467073,0.048167925,12
0.08554446,0.106782205,0.10416382,0.056945365,12
0.11006576,0.12372367,0.12644485,0.06774447,36.000004
0.13421644,0.14850953,0.15203439,0.08212327,60
0.1598414,0.17847896,0.18232287,0.10134336,36.000004
0.19131169,0.20027538,0.21599424,0.12215878,36.000004
0.23646893,0.22470327,0.2511883,0.14033327,24
0.29137352,0.24727687,0.29469717,0.16268101,0
0.33769706,0.26254073,0.33630008,0.19862367,12
0.392108,0.27387378,0.3578784,0.22774497,12
0.7053434,0.27635714,0.37115464,0.2341505,12
0.6556145,0.27136752,0.36873114,0.2368195,24
0.7571361,0.26304656,0.37285426,0.24782088,12
0.87445754,0.25303563,0.37448373,0.25781602,12
0.93420136,0.24666773,0.3733432,0.24878345,12
0.9799872,0.24169268,0.36912242,0.23664413,0
0.9966695,0.23615432,0.36018774,0.22969513,12
1.0032744,0.2313644,0.35221148,0.22291978,0
0.99490815,0.2239078,0.34338817,0.21702968,0
0.98787105,0.21533734,0.33481705,0.21115157,0
0.9802478,0.20672375,0.32538268,0.20577976,12
0.96747214,0.1990628,0.31602436,0.19984573,0
0.95498186,0.19137003,0.30688903,0.19316165,12
0.9477531,0.18619765,0.2983058,0.18734573,12
0.9377513,0.18193771,0.29107577,0.18299939,0
0.92996067,0.17705423,0.28431833,0.17862293,0
0.91990626,0.17271277,0.27783105,0.17419317,0
0.91557676,0.16911757,0.27143565,0.17018487,12
0.90067655,0.16653141,0.2652483,0.16560207,0
0.89379084,0.16286644,0.25951964,0.16078497,0
0.88616437,0.15910985,0.25357562,0.1565539,0
0.877452,0.1551874,0.24792452,0.15343513,0
0.8722596,0.15137279,0.24222988,0.15061879,12
0.8615321,0.14847061,0.23689908,0.14745162,0
0.85640836,0.14531583,0.23200317,0.14421931,12
0.84895384,0.14368564,0.22788918,0.1414857,0
0.84398395,0.14188108,0.22460794,0.139739,12
